Gene,log2FoldChange,pvalue,B.C_1,B.C_2
LOC_Os07g32560,-0.472261396,9.84E-11,588.9444136,569.7396105
LOC_Os06g01370,-0.17031286,0.015220682,588.9444136,570.5925141
LOC_Os05g45830,0.127396578,0.025683248,588.9444136,579.9744538
LOC_Os02g10070,0.061540134,0.323614593,588.9444136,568.8867069
LOC_Os06g16410,0.043605849,0.476448802,588.9444136,583.3860683
LOC_Os02g34850,0.361755856,1.87E-11,589.608387,601.297044
LOC_Os07g18050,0.332260615,1.50E-07,589.608387,575.7099358
LOC_Os08g13390,0.302742739,5.16E-07,589.608387,579.1215502
LOC_Os08g28680,-0.068036432,0.235468842,589.608387,576.5628394
LOC_Os09g07570,0.01247595,0.836618837,589.608387,584.2389719
LOC_Os05g51640,-0.008268375,0.897758579,589.608387,557.79896
LOC_Os10g21000,0.443029892,1.69E-09,590.2723604,571.4454177
LOC_Os08g04430,-0.640302031,6.71E-16,590.9363338,632.8544776
LOC_Os01g64980,0.29193725,7.19E-07,590.9363338,597.8854296
LOC_Os08g15030,-0.333767507,9.86E-07,590.9363338,576.5628394
LOC_Os01g01510,0.266636879,1.07E-06,590.9363338,585.9447791
LOC_Os03g60530,-0.132541393,0.032195212,590.9363338,569.7396105
LOC_Os07g47201,-0.118890039,0.04646052,590.9363338,574.8570322
LOC_Os08g42050,0.049219156,0.457904495,590.9363338,576.5628394
LOC_Os03g52780,0.03284645,0.588389614,590.9363338,582.5331646
LOC_Os06g28840,0.618881243,3.93E-31,591.6003072,581.680261
LOC_Os11g09680,-0.598000318,3.38E-22,591.6003072,591.9151043
LOC_Os02g34590,-0.10745857,0.084334575,591.6003072,575.7099358
LOC_Os07g12150,-0.071816315,0.309615142,591.6003072,573.151225
LOC_Os02g40100,-0.722980704,6.79E-33,592.2642806,588.5034899
LOC_Os04g40600,-0.447193909,5.94E-09,592.2642806,576.5628394
LOC_Os05g08990,0.171380368,0.002399393,592.2642806,570.5925141
LOC_Os02g57290,-0.480727175,0.043628361,592.2642806,418.7756718
LOC_Os08g23120,0.081164004,0.147824478,592.2642806,579.1215502
LOC_Os09g32532,0.021470005,0.727046501,592.2642806,574.8570322
LOC_Os03g17084,-0.150367046,0.759281388,592.2642806,923.6946081
LOC_Os01g04640,-0.854345777,2.45E-33,592.928254,579.1215502
LOC_Os08g10780,0.546173549,1.31E-25,592.928254,585.0918755
LOC_Os03g60710,0.224312881,0.000102052,592.928254,575.7099358
LOC_Os02g29550,0.019124371,0.728537004,592.928254,585.9447791
LOC_Os01g54340,-0.213548079,0.000264279,593.5922275,592.7680079
LOC_Os01g08660,-0.268092207,0.000683065,593.5922275,544.1525023
LOC_Os02g46660,0.418189113,3.09E-16,594.2562009,591.9151043
LOC_Os12g13590,0.207344371,0.000240442,594.2562009,575.7099358
LOC_Os03g05540,-0.234694155,0.000406707,594.2562009,577.415743
LOC_Os03g44670,-0.735127364,1.42E-22,594.9201743,578.2686466
LOC_Os12g01950,-0.473259498,2.11E-13,594.9201743,566.3279961
LOC_Os07g06550,0.196363568,0.001469469,594.9201743,582.5331646
LOC_Os03g44150,0.138911008,0.015883918,594.9201743,577.415743
LOC_Os06g12160,0.116714183,0.044338947,594.9201743,575.7099358
LOC_Os06g49800,-0.02744851,0.635676272,594.9201743,585.9447791
LOC_Os03g63670,0.163099638,0.021070893,595.5841477,574.0041286
LOC_Os08g02490,-0.58399315,1.69E-19,596.2481211,597.8854296
LOC_Os01g32964,-0.315670246,9.44E-08,596.2481211,595.3267188
LOC_Os06g12030,0.293896612,2.28E-06,596.2481211,579.9744538
LOC_Os09g37006,-0.258748073,1.64E-05,596.2481211,579.1215502
LOC_Os03g62690,-0.09477637,0.12395872,596.2481211,599.5912368
LOC_Os01g57350,0.021551462,0.710425558,596.2481211,598.7383332
LOC_Os11g06860,-0.240123489,3.23E-05,596.9120945,592.7680079
LOC_Os02g05510,-0.260607174,0.002591322,596.9120945,592.7680079
LOC_Os07g27930,-0.169168595,0.009942184,596.9120945,571.4454177
LOC_Os02g55060,-0.051024675,0.438387405,596.9120945,584.2389719
LOC_Os04g25990,-0.029162356,0.795014263,596.9120945,514.300876
LOC_Os04g52120,0.566455704,9.84E-27,597.5760679,597.032526
LOC_Os07g12250,-0.45215618,4.15E-13,597.5760679,585.9447791
LOC_Os07g39680,-0.39120258,3.32E-10,597.5760679,594.4738152
LOC_Os06g03760,0.313147135,5.45E-07,597.5760679,568.0338033
LOC_Os10g13550,-0.30905918,7.12E-07,597.5760679,591.0622007
LOC_Os09g38970,0.085333504,0.13324275,598.2400413,580.8273574
LOC_Os06g19990,-0.000518849,0.992997646,598.2400413,596.1796224
LOC_Os02g44642,0.265298657,1.55E-06,598.9040147,576.5628394
LOC_Os03g11480,-0.248810643,0.000737451,598.9040147,585.9447791
LOC_Os01g32720,0.200615747,0.002852799,598.9040147,633.7073812
LOC_Os03g25720,0.033099531,0.577819023,598.9040147,588.5034899
LOC_Os06g17280,-0.039672934,0.586210059,598.9040147,581.680261
LOC_Os07g36250,-0.008187981,0.887570202,598.9040147,587.6505863
LOC_Os05g31056,0.52657857,3.47E-25,599.5679881,594.4738152
LOC_Os03g47754,0.610295933,6.17E-23,599.5679881,661.8532002
LOC_Os03g31400,0.401870804,3.55E-13,599.5679881,589.3563935
LOC_Os02g14130,0.167688189,0.003452147,599.5679881,585.0918755
LOC_Os09g34100,0.093643462,0.11137707,599.5679881,590.2092971
LOC_Os07g33860,-2.102594382,0.326979443,599.5679881,217.4904202
LOC_Os12g06630,-0.024486541,0.714775257,599.5679881,585.9447791
LOC_Os07g07580,-0.328160429,5.55E-08,600.2319615,579.9744538
LOC_Os06g13100,-0.254445168,1.53E-05,600.2319615,602.1499476
LOC_Os11g41540,0.406015318,0.000166364,600.2319615,696.8222482
LOC_Os03g12370,-0.172566339,0.003569452,600.2319615,589.3563935
LOC_Os03g05806,-0.208361895,0.033447571,600.2319615,643.0893209
LOC_Os03g17210,-0.092907951,0.166026723,600.2319615,589.3563935
LOC_Os01g48440,0.035046599,0.555026153,600.2319615,587.6505863
LOC_Os06g08770,-0.11211752,0.052249604,600.895935,580.8273574
LOC_Os05g08730,-0.068141035,0.284370081,600.895935,594.4738152
LOC_Os06g43710,0.047702939,0.401847802,600.895935,583.3860683
LOC_Os07g42200,-0.345690497,1.32E-08,601.5599084,596.1796224
LOC_Os01g66680,0.018374913,0.871351757,601.5599084,719.8506456
LOC_Os06g30370,-1.342348557,4.69E-79,602.2238818,590.2092971
LOC_Os05g33850,0.27434081,1.76E-05,602.2238818,584.2389719
LOC_Os04g40910,0.145161318,0.025162922,602.2238818,590.2092971
LOC_Os07g03070,-0.025570592,0.674819214,602.2238818,591.0622007
LOC_Os04g44560,-0.314309717,2.53E-07,602.8878552,591.0622007
LOC_Os02g39820,-0.328959222,2.76E-07,602.8878552,589.3563935
LOC_Os12g38730,-0.29256918,4.68E-06,602.8878552,585.9447791
LOC_Os08g04390,-0.208533471,0.000384448,602.8878552,591.9151043
LOC_Os04g36054,0.1723761,0.001581604,602.8878552,591.9151043
LOC_Os05g01060,-0.136271607,0.029111854,602.8878552,590.2092971
LOC_Os04g31330,0.089083276,0.237544568,602.8878552,581.680261
LOC_Os06g30390,0.117961938,0.408886658,602.8878552,755.6725972
LOC_Os05g48310,-0.205333299,0.470613034,602.8878552,378.6892022
LOC_Os05g13440,-0.220801587,0.000118515,603.5518286,597.8854296
LOC_Os03g60110,0.129669178,0.016148501,603.5518286,602.1499476
LOC_Os01g37760,-0.115375912,0.048080236,603.5518286,596.1796224
LOC_Os02g47870,-0.074350428,0.186667895,603.5518286,599.5912368
LOC_Os02g57270,0.326823262,3.45E-10,604.215802,616.649309
LOC_Os03g46660,-0.29225083,3.02E-05,604.215802,585.0918755
LOC_Os08g31240,0.156780791,0.777980058,604.215802,266.1059259
LOC_Os10g24900,-0.013413121,0.839534043,604.215802,585.9447791
LOC_Os01g73880,-0.446520944,1.52E-11,604.8797754,594.4738152
LOC_Os01g70380,0.371213062,2.46E-11,604.8797754,578.2686466
LOC_Os10g04730,0.521926437,0.000227937,604.8797754,590.2092971
LOC_Os01g60660,-0.162486163,0.008448593,604.8797754,568.0338033
LOC_Os11g38990,-0.146757495,0.011348498,604.8797754,591.0622007
LOC_Os03g48930,-0.124482518,0.060538319,604.8797754,590.2092971
LOC_Os07g36190,0.114775835,0.110715778,604.8797754,585.9447791
LOC_Os01g06590,0.044614238,0.447485341,604.8797754,597.032526
LOC_Os07g05000,-0.015864837,0.782546299,604.8797754,574.0041286
LOC_Os06g07200,0.442866438,3.85E-16,605.5437488,588.5034899
LOC_Os05g45770,0.238277983,0.000154455,605.5437488,598.7383332
LOC_Os07g49230,0.210506179,0.001373707,605.5437488,586.7976827
LOC_Os03g03949,0.181416059,0.002038505,605.5437488,589.3563935
LOC_Os03g55930,0.132506301,0.054393799,605.5437488,591.9151043
LOC_Os11g14950,0.080954278,0.156342236,605.5437488,571.4454177
LOC_Os09g33450,0.047914042,0.495056412,605.5437488,591.9151043
LOC_Os03g18580,-0.047693275,0.920277344,605.5437488,396.600178
LOC_Os03g26820,-1.284753688,1.53E-16,606.2077222,591.9151043
LOC_Os03g57280,-0.068937924,0.237427081,606.2077222,588.5034899
LOC_Os12g09120,0.037713769,0.504486471,606.2077222,604.7086585
LOC_Os11g41170,0.461498167,1.00E-18,606.8716956,608.9731765
LOC_Os01g31610,-0.200733946,0.004771056,606.8716956,592.7680079
LOC_Os06g09850,-0.086059276,0.150554223,606.8716956,592.7680079
LOC_Os04g38330,-0.081960217,0.191783664,606.8716956,589.3563935
LOC_Os09g23660,-0.236822932,0.81679736,606.8716956,92.11358972
LOC_Os07g42650,0.305113368,1.58E-08,607.535669,609.8260801
LOC_Os04g58830,0.018875077,0.760924519,607.535669,596.1796224
LOC_Os03g08270,0.355497584,8.03E-08,608.1996424,623.4725379
LOC_Os06g48510,-0.33959807,0.000887012,608.1996424,651.6183569
LOC_Os07g47700,-0.042582729,0.521003841,608.1996424,594.4738152
LOC_Os01g19610,-0.889666349,2.67E-31,608.8636159,593.6209116
LOC_Os02g14730,0.306740054,6.50E-05,608.8636159,657.5886822
LOC_Os10g35520,0.109605073,0.184969257,608.8636159,539.0350806
LOC_Os02g02910,0.195857267,0.000155562,609.5275893,612.3847909
LOC_Os06g40080,0.179459808,0.005486914,609.5275893,597.8854296
LOC_Os09g39590,-0.138641873,0.013397576,609.5275893,608.1202729
LOC_Os07g08960,0.166024701,0.802027633,609.5275893,162.9045892
LOC_Os05g51110,0.111065989,0.039445227,610.1915627,607.2673693
LOC_Os08g11720,-0.596439527,0.103163074,610.1915627,356.5137084
LOC_Os07g36590,-0.00943253,0.890944399,610.1915627,599.5912368
LOC_Os05g42300,-0.402431776,1.07E-07,610.8555361,595.3267188
LOC_Os12g27780,0.278733421,2.55E-07,610.8555361,625.1783451
LOC_Os01g69270,-0.696238841,6.77E-07,610.8555361,642.2364172
LOC_Os03g05310,-0.274238783,2.31E-05,610.8555361,594.4738152
LOC_Os02g15520,-0.204952613,0.001356063,611.5195095,594.4738152
LOC_Os07g25450,-0.15981717,0.01560893,611.5195095,593.6209116
LOC_Os04g41570,0.104226276,0.046411995,611.5195095,601.297044
LOC_Os04g58640,0.106962002,0.07896363,611.5195095,590.2092971
LOC_Os01g66280,-0.288893577,6.24E-05,612.1834829,592.7680079
LOC_Os11g28300,0.314732538,0.003872548,612.1834829,715.5861276
LOC_Os04g24410,-0.012932765,0.988593131,612.1834829,194.4620228
LOC_Os07g08660,-0.190016057,0.001818333,612.8474563,604.7086585
LOC_Os01g73080,0.328826855,0.20573045,612.8474563,368.4543589
LOC_Os01g17250,-0.194072779,0.001331042,613.5114297,600.4441404
LOC_Os06g04970,0.178001038,0.148007706,613.5114297,725.8209709
LOC_Os03g15590,0.105338447,0.384795829,613.5114297,634.5602848
LOC_Os05g33240,-0.130887323,0.589272458,613.5114297,425.5989007
LOC_Os05g11260,0.281165727,0.636348575,613.5114297,1115.59792
LOC_Os12g40570,0.016637027,0.788402365,613.5114297,601.297044
LOC_Os11g47370,0.213865808,0.000118845,614.1754031,632.0015739
LOC_Os04g48230,-0.184833795,0.002980596,614.1754031,596.1796224
LOC_Os05g04950,0.41265376,2.15E-10,614.8393765,601.297044
LOC_Os02g02550,-0.36505319,0.062342078,614.8393765,497.2428038
LOC_Os06g01770,0.082430192,0.14838836,614.8393765,606.4144657
LOC_Os03g29240,-0.044769393,0.471845826,614.8393765,596.1796224
LOC_Os03g50885,-0.213801508,0.001000926,615.5033499,596.1796224
LOC_Os04g53670,0.129107734,0.017335437,615.5033499,607.2673693
LOC_Os03g15940,-0.037286395,0.528127124,615.5033499,608.1202729
LOC_Os07g03160,0.221740341,0.000132848,616.1673234,625.1783451
LOC_Os03g55776,0.190615106,0.003604343,616.1673234,605.5615621
LOC_Os08g43400,-0.129472415,0.023290603,616.1673234,613.2376946
LOC_Os12g31860,0.189091821,0.110471004,616.1673234,604.7086585
LOC_Os01g69230,-0.046246026,0.470892791,616.1673234,599.5912368
LOC_Os03g27970,0.021581198,0.717821493,616.1673234,656.7357786
LOC_Os01g70940,0.578373028,2.25E-12,616.8312968,559.5047672
LOC_Os04g42380,-0.274320272,4.45E-05,616.8312968,603.8557549
LOC_Os09g06230,-0.194969648,0.000629515,616.8312968,607.2673693
LOC_Os05g46780,-0.132494755,0.102239617,616.8312968,588.5034899
LOC_Os11g02464,0.165337806,0.159361883,616.8312968,506.6247435
LOC_Os12g06910,0.100351459,0.533541437,616.8312968,759.0842116
LOC_Os01g48200,0.590606042,1.23E-30,617.4952702,608.1202729
LOC_Os11g38800,-0.196388703,0.000750315,617.4952702,602.1499476
LOC_Os04g52230,0.109243981,0.072972308,617.4952702,620.913827
LOC_Os01g56230,-0.073225205,0.182784189,617.4952702,614.9435018
LOC_Os06g47150,0.321841525,0.028911586,618.1592436,742.0261394
LOC_Os01g33030,-0.10706619,0.094602952,618.1592436,603.0028513
LOC_Os05g01240,-0.060983516,0.29861303,618.1592436,603.8557549
LOC_Os01g02884,0.503719224,1.52E-22,618.823217,626.8841523
LOC_Os05g39390,-0.218971261,0.000627235,618.823217,613.2376946
LOC_Os05g19280,-0.062959654,0.293827248,618.823217,603.8557549
LOC_Os12g15400,0.053467963,0.359675296,618.823217,605.5615621
LOC_Os04g38620,0.040426166,0.509266956,618.823217,597.032526
LOC_Os06g46240,-0.009178031,0.946593272,618.823217,747.1435611
LOC_Os01g74660,-0.555326434,0.000208033,619.4871904,804.2881029
LOC_Os06g30020,0.25332893,0.005941758,619.4871904,698.5280554
LOC_Os07g37140,-0.053574038,0.392664606,619.4871904,604.7086585
LOC_Os06g27800,0.000178247,0.997466673,619.4871904,606.4144657
LOC_Os10g19970,-0.788790276,3.48E-33,620.8151372,608.1202729
LOC_Os06g02500,0.143503514,0.006461237,620.8151372,611.5318873
LOC_Os01g37280,0.388125375,0.007874317,620.8151372,817.9345606
LOC_Os10g13800,-0.036367138,0.555709162,620.8151372,605.5615621
LOC_Os10g35840,0.35695978,1.68E-07,621.4791106,601.297044
LOC_Os09g06499,0.064029115,0.260879362,621.4791106,599.5912368
LOC_Os12g19040,0.162343242,0.001950035,622.143084,626.8841523
LOC_Os02g18320,0.12865398,0.016100838,622.143084,621.7667306
LOC_Os09g20660,0.012907258,0.879901254,622.143084,615.7964054
LOC_Os09g38550,-0.006048174,0.976782616,622.143084,513.4479724
LOC_Os01g42780,-1.818186773,1.52E-69,622.8070574,571.4454177
LOC_Os05g08554,-0.347844065,1.69E-07,622.8070574,603.0028513
LOC_Os03g16824,0.292424162,1.21E-06,622.8070574,608.1202729
LOC_Os07g46340,-0.465791225,1.02E-14,623.4710308,614.0905982
LOC_Os12g38620,0.116722063,0.168805941,623.4710308,664.4119111
LOC_Os04g39410,-0.091020061,0.220314415,623.4710308,605.5615621
LOC_Os05g06490,-0.05522194,0.324381858,623.4710308,643.0893209
LOC_Os05g51850,0.390845935,1.08E-08,624.1350043,609.8260801
LOC_Os02g06910,-0.043206482,0.444212764,624.1350043,607.2673693
LOC_Os06g23274,-0.002166083,0.988313226,624.1350043,759.9371152
LOC_Os02g29464,0.613131342,4.10E-31,624.7989777,625.1783451
LOC_Os01g42970,-0.165244646,0.002985006,624.7989777,613.2376946
LOC_Os04g55600,-0.003276533,0.957311008,624.7989777,609.8260801
LOC_Os05g51070,-0.572086818,6.10E-09,625.4629511,679.764176
LOC_Os07g13270,0.220016223,5.28E-05,625.4629511,620.913827
LOC_Os07g04700,0.216939022,7.43E-05,625.4629511,611.5318873
LOC_Os06g16290,-0.237082669,0.000194825,625.4629511,603.8557549
LOC_Os11g38670,-0.2022837,0.000609221,625.4629511,623.4725379
LOC_Os06g04650,-0.331756228,0.523475791,625.4629511,302.780781
LOC_Os03g60400,-0.078187487,0.723521556,625.4629511,717.2919348
LOC_Os07g37040,-1.022675998,1.31E-36,626.1269245,605.5615621
LOC_Os03g05690,0.397798581,3.20E-13,626.1269245,628.5899595
LOC_Os03g41612,-0.273495855,3.84E-06,626.1269245,621.7667306
LOC_Os12g38270,-0.229895311,0.002154879,626.1269245,606.4144657
LOC_Os03g51640,0.00089702,0.987250597,626.1269245,611.5318873
LOC_Os03g12120,0.277251328,9.99E-08,626.7908979,621.7667306
LOC_Os02g44810,0.271745525,3.19E-06,626.7908979,615.7964054
LOC_Os04g41700,0.219552017,0.000141362,626.7908979,633.7073812
LOC_Os03g07800,-0.077850687,0.192981129,626.7908979,613.2376946
LOC_Os07g43890,-0.062510729,0.285714504,626.7908979,615.7964054
LOC_Os01g38980,0.119647723,0.658858833,626.7908979,1219.65216
LOC_Os12g37939,0.007430393,0.897177688,626.7908979,611.5318873
LOC_Os01g10210,-1.142765517,1.58E-60,627.4548713,616.649309
LOC_Os03g18710,0.408066029,2.46E-11,627.4548713,611.5318873
LOC_Os01g57560,-0.190165488,0.007922672,627.4548713,673.7938508
LOC_Os02g38080,0.128773442,0.023979738,627.4548713,614.0905982
LOC_Os07g32590,0.120054053,0.038325445,627.4548713,606.4144657
LOC_Os01g45360,-0.827878291,2.32E-34,628.1188447,619.2080198
LOC_Os03g08230,0.409697673,1.58E-11,628.1188447,611.5318873
LOC_Os08g41010,0.153572959,0.129588874,628.1188447,826.4635967
LOC_Os05g05210,0.115702813,0.031100245,628.7828181,622.6196342
LOC_Os12g44140,0.080082477,0.234000392,628.7828181,611.5318873
LOC_Os03g24940,0.056179322,0.296769632,628.7828181,618.3551162
LOC_Os07g42810,0.017115377,0.753264133,628.7828181,615.7964054
LOC_Os01g70570,0.32194376,8.60E-09,629.4467915,619.2080198
LOC_Os08g44560,0.234126282,6.46E-06,629.4467915,630.2957667
LOC_Os07g46980,-1.018576913,0.203340944,629.4467915,1861.888577
LOC_Os03g45770,0.240691959,1.27E-05,630.1107649,608.1202729
LOC_Os06g08720,0.13125207,0.016037317,630.1107649,625.1783451
LOC_Os11g34110,0.165618327,0.023429127,630.1107649,641.3835136
LOC_Os10g11810,0.122708965,0.02891262,630.1107649,614.0905982
LOC_Os10g30080,-0.026564935,0.65383661,630.1107649,614.0905982
LOC_Os06g24540,-0.000805207,0.991345249,630.1107649,614.0905982
LOC_Os05g38630,-0.050280232,0.385316804,630.7747383,610.6789837
LOC_Os07g26940,0.388457203,8.16E-12,631.4387118,622.6196342
LOC_Os07g43050,0.306843003,1.86E-08,631.4387118,653.3241642
LOC_Os08g29615,-0.317719158,1.15E-07,631.4387118,622.6196342
LOC_Os08g35000,0.394234481,1.23E-07,631.4387118,680.6170796
LOC_Os01g08770,-0.123002797,0.04507427,631.4387118,618.3551162
LOC_Os07g06830,-1.323681668,3.87E-39,632.1026852,693.4106338
LOC_Os02g22370,0.615169622,2.12E-34,632.1026852,624.3254415
LOC_Os06g34830,-0.543571416,1.92E-14,632.1026852,609.8260801
LOC_Os03g61210,0.230565297,0.000209499,632.1026852,620.913827
LOC_Os07g07560,0.05885394,0.298444453,632.1026852,613.2376946
LOC_Os03g57680,-0.316899828,0.726875769,632.1026852,357.366612
LOC_Os01g48810,-0.255149316,1.28E-05,632.7666586,633.7073812
LOC_Os03g17980,0.178018427,0.003926284,632.7666586,606.4144657
LOC_Os01g23710,-0.057680492,0.392893035,632.7666586,694.2635374
LOC_Os02g23823,0.406743022,1.26E-15,633.430632,637.9718992
LOC_Os06g41384,-0.285090065,1.32E-06,633.430632,618.3551162
LOC_Os05g25180,-0.252970412,1.03E-05,633.430632,624.3254415
LOC_Os09g31514,0.116731402,0.040395795,633.430632,617.5022126
LOC_Os01g53250,0.097716129,0.069228277,633.430632,631.1486703
LOC_Os01g33000,0.138904714,0.009747417,634.0946054,621.7667306
LOC_Os07g31270,-0.021278287,0.707267593,634.0946054,617.5022126
LOC_Os07g45160,0.749580841,3.44E-53,634.7585788,636.266092
LOC_Os02g34460,-0.196479347,0.001703772,634.7585788,690.8519229
LOC_Os01g39000,0.028937034,0.603969655,634.7585788,620.913827
LOC_Os12g07540,0.015739424,0.772573612,634.7585788,616.649309
LOC_Os01g47650,0.320801499,5.96E-10,635.4225522,620.913827
LOC_Os08g23110,0.178398741,0.00063351,635.4225522,632.0015739
LOC_Os03g50010,0.137874243,0.009215806,635.4225522,626.8841523
LOC_Os03g22140,-0.106426579,0.131628248,635.4225522,613.2376946
LOC_Os12g41820,0.237182474,1.24E-05,636.0865256,615.7964054
LOC_Os08g08205,0.230077801,1.73E-05,636.0865256,628.5899595
LOC_Os06g02480,-0.131256014,0.055931292,636.0865256,620.0609234
LOC_Os07g33340,-0.090082975,0.132475392,636.0865256,623.4725379
LOC_Os11g04880,0.098609271,0.178673784,636.0865256,577.415743
LOC_Os10g40100,0.056357182,0.345003042,636.0865256,626.0312487
LOC_Os08g05830,0.037005332,0.573360277,636.0865256,627.7370559
LOC_Os06g37560,-2.247291538,4.48E-148,636.750499,621.7667306
LOC_Os02g49680,0.547504096,9.53E-16,636.750499,620.0609234
LOC_Os02g33820,-0.407845837,8.65E-12,636.750499,620.913827
LOC_Os10g16640,0.287031581,3.40E-06,636.750499,638.8248028
LOC_Os06g31100,0.195627078,0.000686806,636.750499,628.5899595
LOC_Os03g43390,-0.129017673,0.018707825,636.750499,666.1177183
LOC_Os04g34940,-0.082128084,0.144600194,636.750499,635.4131884
LOC_Os05g11550,0.094345624,0.27290885,636.750499,538.182177
LOC_Os01g50930,-0.136475828,0.039025296,637.4144724,591.9151043
LOC_Os12g06020,0.052158525,0.350535943,637.4144724,621.7667306
LOC_Os09g07120,0.304524919,9.41E-09,638.0784458,614.9435018
LOC_Os03g54980,-0.132004551,0.022429402,638.0784458,627.7370559
LOC_Os07g38440,-0.073584309,0.185241368,638.0784458,655.882875
LOC_Os02g39520,0.335567931,1.17E-09,638.7424193,640.53061
LOC_Os03g12390,-0.32462847,6.44E-06,638.7424193,616.649309
LOC_Os08g01090,0.110860205,0.033213311,638.7424193,633.7073812
LOC_Os01g19840,-0.147180426,0.076228005,638.7424193,625.1783451
LOC_Os03g17490,-0.079435785,0.269887839,638.7424193,621.7667306
LOC_Os09g13920,-0.837035747,2.53E-28,639.4063927,620.0609234
LOC_Os12g01940,-0.591366925,2.57E-18,639.4063927,620.0609234
LOC_Os01g10530,0.393683381,5.60E-14,639.4063927,678.9112724
LOC_Os11g16480,-0.30135541,4.27E-07,639.4063927,626.0312487
LOC_Os03g58780,0.104732394,0.124604516,639.4063927,623.4725379
LOC_Os03g53140,-0.099919955,0.330544097,639.4063927,578.2686466
LOC_Os08g34970,0.006147128,0.913096963,639.4063927,610.6789837
LOC_Os02g39600,-0.417757439,5.00E-13,640.0703661,634.5602848
LOC_Os09g33690,0.443257587,7.42E-08,640.0703661,710.4687059
LOC_Os07g23244,-0.129717764,0.037932545,640.0703661,627.7370559
LOC_Os04g43690,-0.083259319,0.12329473,640.0703661,635.4131884
LOC_Os03g54970,-0.000961688,0.985879037,640.0703661,639.6777064
LOC_Os07g47530,0.672347469,9.86E-41,640.7343395,629.4428631
LOC_Os11g07470,0.478758682,2.38E-14,640.7343395,624.3254415
LOC_Os09g21520,-0.366893175,4.54E-08,640.7343395,621.7667306
LOC_Os08g15500,-0.18364229,0.000785734,640.7343395,631.1486703
LOC_Os04g34590,-0.261655013,0.169673678,640.7343395,726.6738745
LOC_Os10g25010,0.198661139,0.018232636,641.3983129,670.3822363
LOC_Os03g50070,-0.084642143,0.114475765,641.3983129,629.4428631
LOC_Os02g41650,0.077824081,0.29537603,641.3983129,620.913827
LOC_Os03g63520,-0.047239469,0.400976247,641.3983129,619.2080198
LOC_Os02g55300,-0.037753194,0.59867368,641.3983129,623.4725379
LOC_Os03g60390,-0.217289008,0.632494068,641.3983129,329.2207929
LOC_Os01g34080,0.40140258,2.17E-13,642.0622863,632.0015739
LOC_Os07g43800,0.168398548,0.007498078,642.0622863,620.913827
LOC_Os05g36120,-0.136349125,0.355414019,642.0622863,641.3835136
LOC_Os05g23620,0.051767157,0.372211433,642.0622863,630.2957667
LOC_Os07g01140,-0.034151045,0.552129158,642.0622863,628.5899595
LOC_Os01g59860,0.011989351,0.822100277,642.0622863,637.1189956
LOC_Os02g57200,0.346119125,1.01E-08,642.7262597,629.4428631
LOC_Os01g17390,-0.266354028,3.17E-05,642.7262597,618.3551162
LOC_Os07g36600,-0.130191891,0.224190146,642.7262597,705.3512843
LOC_Os03g23920,-0.001070672,0.999726029,642.7262597,0
LOC_Os08g36320,-0.122868175,0.044726079,643.3902331,629.4428631
LOC_Os03g50620,-0.068309061,0.216566852,643.3902331,620.913827
LOC_Os01g34670,-0.042936363,0.615348672,643.3902331,562.9163816
LOC_Os03g07890,-0.425797911,2.12E-12,644.0542065,678.9112724
LOC_Os02g50280,0.266328143,2.53E-05,644.0542065,621.7667306
LOC_Os08g04270,0.190689888,0.00041958,644.0542065,625.1783451
LOC_Os02g06520,-0.200949147,0.001599655,644.0542065,628.5899595
LOC_Os10g41490,-0.195257609,0.217129327,644.0542065,672.9409472
LOC_Os03g59225,-0.093556992,0.389286666,644.0542065,695.116441
LOC_Os02g43790,-0.684205406,1.50E-19,644.7181799,626.0312487
LOC_Os01g70810,0.451709474,6.38E-19,644.7181799,642.2364172
LOC_Os01g71000,-0.136513253,0.024992846,644.7181799,628.5899595
LOC_Os09g20550,0.147084854,0.037871325,644.7181799,623.4725379
LOC_Os06g06770,-0.126880036,0.037932052,644.7181799,603.0028513
LOC_Os10g26620,-0.139126836,0.082064926,644.7181799,723.2622601
LOC_Os11g13800,0.006820225,0.911998529,644.7181799,680.6170796
LOC_Os02g01020,0.175818805,0.001980611,645.3821533,643.9422245
LOC_Os10g33290,-0.178405545,0.004573831,645.3821533,632.0015739
LOC_Os05g49380,0.109727343,0.046285786,645.3821533,632.0015739
LOC_Os06g03770,0.06274958,0.241195974,645.3821533,642.2364172
LOC_Os03g53800,-0.136509667,0.018414758,646.0461267,628.5899595
LOC_Os01g01040,0.06761468,0.260215034,646.0461267,653.3241642
LOC_Os08g28690,0.03358926,0.735602151,646.0461267,637.1189956
LOC_Os12g10184,0.203374745,0.000188246,647.3740736,633.7073812
LOC_Os03g14400,0.164877134,0.013209631,647.3740736,628.5899595
LOC_Os04g01600,-0.972142644,4.09E-40,648.038047,632.8544776
LOC_Os11g39650,-0.329016604,1.07E-07,648.038047,618.3551162
LOC_Os02g36870,-0.124377483,0.026231764,648.038047,626.8841523
LOC_Os02g37120,-0.087392576,0.144037972,648.038047,639.6777064
LOC_Os05g16660,-0.074436528,0.346614711,648.038047,696.8222482
LOC_Os05g09630,0.028453934,0.684038673,648.038047,671.2351399
LOC_Os01g45070,0.021402559,0.909409423,648.038047,476.7731172
LOC_Os02g54500,0.422817612,1.09E-16,648.7020204,632.8544776
